2C,3C,0.02708810565042096,40.523179733039086,59.44973216130986
2C,4C,0.02708810565042096,40.94247249723993,59.03043939710845
2C,5C,0.02708810565042096,41.37490100239505,58.598010891954964
2C,6C,0.02708822932626498,41.60828562194315,58.36462614873303
2C,7C,0.027088105650420885,41.78019701404903,58.19271488030041
2C,8C,0.027088229326264944,42.337887179990034,57.63502459068463
2C,9C,0.027088229326264944,43.01545892297487,56.957452847701305
2C,10C,0.027088229326264944,43.910074186660246,56.06283758401273
2C,11C,0.027088229326264944,45.198487016471645,54.774424754202876
2C,12C,0.027088229326264944,47.19983451779568,52.7730772528788
2C,13C,0.027088229326264944,50.481321390407444,49.491590380263844
2C,14C,0.02708822932626498,56.23207188683985,43.740839883834404
2C,2S,0.011822782488188143,64.03290050714139,35.955276710369944
2C,3S,0.027417199218774467,39.84405184365732,60.12853095712285
2C,4S,0.027417199218774467,40.26358395006287,59.70899885071753
2C,5S,0.027417199218774467,40.69641933696661,59.2761634638158
2C,6S,0.027417324857727122,40.92700704300737,59.04557563213711
2C,7S,0.02741719921877439,41.095072408869406,58.87751039191141
2C,8S,0.027417324857727087,41.654908674616046,58.31767400052691
2C,9S,0.027417324857727087,42.336369728427044,57.636212946717215
2C,10S,0.027417324857727087,43.238093455592576,56.73448921954871
2C,11S,0.027417324857727087,44.53954844104157,55.433034234101285
2C,12S,0.027417324857727087,46.56481420668847,53.40776846845465
2C,13S,0.027417324857727087,49.889933163216845,50.08264951192264
2C,14S,0.027417324857727122,55.72267092865421,44.24991174648826
2C,2H,0.011822782488188143,64.03290050714139,35.955276710369944
2C,3H,0.027417199218774467,39.84405184365732,60.12853095712285
2C,4H,0.027417199218774467,40.26358395006287,59.70899885071753
2C,5H,0.027417199218774467,40.69641933696661,59.2761634638158
2C,6H,0.027417324857727122,40.92700704300737,59.04557563213711
2C,7H,0.02741719921877439,41.095072408869406,58.87751039191141
2C,8H,0.027417324857727087,41.654908674616046,58.31767400052691
2C,9H,0.027417324857727087,42.336369728427044,57.636212946717215
2C,10H,0.027417324857727087,43.238093455592576,56.73448921954871
2C,11H,0.027417324857727087,44.53954844104157,55.433034234101285
2C,12H,0.027417324857727087,46.56481420668847,53.40776846845465
2C,13H,0.027417324857727087,49.889933163216845,50.08264951192264
2C,14H,0.027417324857727122,55.72267092865421,44.24991174648826
2C,2D,0.011822782488188143,64.03290050714139,35.955276710369944
2C,3D,0.027417199218774467,39.84405184365732,60.12853095712285
2C,4D,0.027417199218774467,40.26358395006287,59.70899885071753
2C,5D,0.027417199218774467,40.69641933696661,59.2761634638158
2C,6D,0.027417324857727122,40.92700704300737,59.04557563213711
2C,7D,0.02741719921877439,41.095072408869406,58.87751039191141
2C,8D,0.027417324857727087,41.654908674616046,58.31767400052691
2C,9D,0.027417324857727087,42.336369728427044,57.636212946717215
2C,10D,0.027417324857727087,43.238093455592576,56.73448921954871
2C,11D,0.027417324857727087,44.53954844104157,55.433034234101285
2C,12D,0.027417324857727087,46.56481420668847,53.40776846845465
2C,13D,0.027417324857727087,49.889933163216845,50.08264951192264
2C,14D,0.027417324857727122,55.72267092865421,44.24991174648826
3C,4C,0.0270881056504209,41.68052172792219,58.29239016642591
3C,5C,0.0270881056504209,42.11295023307446,57.85996166127241
3C,6C,0.02708822932626502,42.34633485262311,57.6265769180543
3C,7C,0.02708810565042092,42.51824624472851,57.45466564961805
